{ Red  Green  Blue }
 254           254           254 
 253           253           253 
 252           252           252 
 250           250           250 
 249           249           249 
 247           247           247 
 246           246           246 
 244           244           244 
 243           243           243 
 242           242           242 
 240           240           240 
 238           238           238 
 237           237           237 
 236           236           236 
 234           234           234 
 232           232           232 
 230           230           230 
 228           228           228 
 227           227           227 
 226           226           226 
 224           224           224 
 223           223           223 
 221           221           221 
 220           220           220 
 218           218           218 
 217           217           217 
 216           216           216 
 214           214           214 
 213           213           213 
 212           212           212 
 210           210           210 
 209           209           209 
 208           208           208 
 206           206           206 
 205           205           205 
 204           204           204 
 202           202           202 
 201           201           201 
 200           200           200 
 198           198           198 
 197           197           197 
 196           196           196 
 194           194           194 
 193           193           193 
 192           192           192 
 190           190           190 
 189           189           189 
 188           188           188 
 186           186           186 
 184           184           184 
 183           183           183 
 182           182           182 
 180           180           180 
 179           179           179 
 178           178           178 
 176           176           176 
 174           174           174 
 172           172           172 
 170           170           170 
 169           169           169 
 168           168           168 
 166           166           166 
 164           164           164 
 163           163           163 
 162           162           162 
 160           160           160 
 158           158           158 
 157           157           157 
 156           156           156 
 155           155           155 
 154           154           154 
 152           152           152 
 151           151           151 
 150           150           150 
 149           149           149 
 148           148           148 
 147           147           147 
 146           146           146 
 144           144           144 
 143           143           143 
 142           142           142 
 141           141           141 
 140           140           140 
 138           138           138 
 136           136           136 
 134           134           134 
 132           132           132 
 131           131           131 
 130           130           130 
 129           129           129 
 128           128           128 
 126           126           126 
 124           124           124 
 123           123           123 
 122           122           122 
 121           121           121 
 120           120           120 
 119           119           119 
 118           118           118 
 117           117           117 
 116           116           116 
 115           115           115 
 114           114           114 
 113           113           113 
 112           112           112 
 111           111           111 
 110           110           110 
 109           109           109 
 108           108           108 
 107           107           107 
 106           106           106 
 105           105           105 
 104           104           104 
 102           102           102 
 100           100           100 
 98            98            98 
 97            97            97 
 96            96            96 
 95            95            95 
 94            94            94 
 93            93            93 
 92            92            92 
 90            90            90 
 88            88            88 
 87            87            87 
 86            86            86 
 85            85            85 
 84            84            84 
 82            82            82 
 81            81            81 
 80            80            80 
 79            79            79 
 78            78            78 
 76            76            76 
 75            75            75 
 74            74            74 
 72            72            72 
 71            71            71 
 70            70            70 
 68            68            68 
 67            67            67 
 66            66            66 
 64            64            64 
 62            62            62 
 61            61            61 
 60            60            60 
 59            59            59 
 58            58            58 
 56            56            56 
 54            54            54 
 52            52            52 
 51            51            51 
 50            50            50 
 49            49            49 
 48            48            48 
 47            47            47 
 46            46            46 
 44            44            44 
 43            43            43 
 42            42            42 
 41            41            41 
 40            40            40 
 39            39            39 
 38            38            38 
 37            37            37 
 36            36            36 
 35            35            35 
 34            34            34 
 33            33            33 
 32            32            32 
 31            31            31 
 30            30            30 
 29            29            29 
 28            28            28 
 27            27            27 
 26            26            26 
 25            25            25 
 24            24            24 
 23            23            23 
 22            22            22 
 21            21            21 
 20            20            20 
 19            19            19 
 18            18            18 
 17            17            17 
 16            16            16 
 15            15            15 
 14            14            14 
 13            13            13 
 12            12            12 
 11            11            11 
 10            10            10 
 9             9             9 
 8             8             8 
 7             7             7 
 6             6             6 
 5             5             5 
 4             4             4 
 3             3             3 
 2             2             2 
 1             1             1 
 0             0             0 
